n_ensemble,method_weights,compl_measure,exp_loss_avg_train_mean,exp_loss_avg_train_median,exp_loss_avg_train_std,misc_rate_train_mean_mean,misc_rate_train_mean_median,misc_rate_train_mean_std,misc_rate_test_mean_mean,misc_rate_test_mean_median,misc_rate_test_mean_std
2,init_easy,N1,0.9909239074071601,1.025302396082207,0.2674834126550442,0.265079915509582,0.27970655512711584,0.11380324241574814,0.28042467948465916,0.3032258064516129,0.11633911798030815
2,init_easy,N2,0.9926815706029849,1.0225078829663197,0.2727473167552464,0.2658277292479152,0.2785176041921602,0.1160428181278358,0.2843973749933328,0.2875050086030122,0.12392039270726546
2,init_easy,TD_U,1.0512646254263067,1.075315839005835,0.2980825808228189,0.2907524209263164,0.3009852277468047,0.12682193586724969,0.30385987517692137,0.3317882512570835,0.1297415903289
2,init_easy,kDN,0.9934486565004998,1.0245817454992365,0.2736092644409849,0.26615409289597125,0.2793999478045279,0.1164095415835302,0.2832398107852232,0.29133116883116883,0.1234678075450596
2,init_hard,CLD,1.1473359717456775,1.2113487108998087,0.38198255063508185,0.33162684602007175,0.3588616461123245,0.16251793850324284,0.34628443253174185,0.37764285714285717,0.16093344461643608
2,init_hard,DCP,1.1381795615563435,1.1665427066515406,0.35097401682799456,0.327731168310222,0.3397985254779148,0.14932507672995668,0.3405000524879595,0.3567731993271323,0.15538044600297515
2,init_hard,F1,1.0050495795186873,1.031422430910583,0.27644923617945516,0.2710898107462136,0.2823103794175764,0.11761783330150606,0.28650212639993755,0.2948366149979053,0.12225628267029585
2,init_hard,Hostility,1.0552919663056395,1.0791964868886295,0.3116637259922152,0.29246588960772824,0.3026362845631964,0.1326001571806943,0.3076108397332875,0.33385692475593387,0.13421626243651918
2,init_hard,LSC,1.046228388251043,1.0503332467999704,0.31268512265522286,0.28860970817104414,0.29035615744761434,0.13303471964903246,0.3003747338114952,0.3014285714285714,0.1337501394563002
2,init_hard,N1,1.0382242875554766,1.0726858100508092,0.30564926759191025,0.2852042909799889,0.29986625808899164,0.1300412513385139,0.3001517734068784,0.3163333333333333,0.13564477936654362
2,init_hard,N2,1.0356059224020446,1.0769611861154185,0.30233742996651497,0.2840902837922863,0.3016852555881999,0.12863220000189698,0.29985623432063113,0.3186043478474857,0.13102767562665668
2,init_hard,TD_U,1.0119752518264304,1.0255041635663686,0.2795708837670859,0.2740364008046654,0.27979239893209706,0.11894596656265083,0.2897502065879458,0.2955228981544771,0.12249979570588924
2,init_hard,kDN,1.0702311241930689,1.1326616312084856,0.3208914744451175,0.2988218897412498,0.3253835148285449,0.13652618640139774,0.3104511316948309,0.3409296947271045,0.13805671244183051
